Type	ID	Name	Description	Target	MoA
cp	BRD-K28936863	ketotifen	Histamine receptor agonist	HRH1, PDE4A, PDE4B, PDE4C, PDE4D, PDE7A, PDE7B, PDE8A, PDE8B, PGD	Histamine receptor agonist, Histamine receptor ligand, Leukotriene receptor antagonist, Phosphodiesterase inhibitor
cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant		Apoptosis stimulant
cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor		Protein synthesis inhibitor
cp	BRD-A31227688	kynuramine	Aryl hydrocarbon receptor activator		Aryl hydrocarbon receptor activator
cp	BRD-K09635134	l-erythro-MAPP	negative control for D-erythro-MAPP		negative control for D-erythro-MAPP
cp	BRD-A71203467	l-stepholidine	Dopamine receptor antagonist	DRD2, DRD1	Dopamine receptor antagonist
cp	BRD-A07440155	labetalol	Adrenergic receptor antagonist	ADRB1, ADRB2, ADRA1A, ADRA1D, ADRA1B	Adrenergic receptor antagonist
cp	BRD-A52282606	lacidipine	Calcium channel blocker	CACNA1C	Calcium channel blocker
cp	BRD-K02992638	lamivudine	Nucleoside reverse transcriptase inhibitor		Nucleoside reverse transcriptase inhibitor
cp	BRD-K93460210	lamotrigine	Serotonin receptor antagonist	SCN1A, SCN2A, SCN3A	Serotonin receptor antagonist, Sodium channel blocker
cp	BRD-A49172652	lansoprazole	ATPase inhibitor	ATP4A, CYP2C19, CYP3A4, CYP3A5	ATPase inhibitor
cp	BRD-M07438658	lapatinib	EGFR inhibitor	EGFR, ERBB2, CYP3A5	EGFR inhibitor, ErbB2 inhibitor
cp	BRD-K40619305	larixinic-acid	Compound that interacts with metal centers		Compound that interacts with metal centers
cp	BRD-A72711497	lasalocid	Bacterial permeability inducer		Bacterial permeability inducer
cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist	PTGFR	Prostanoid receptor agonist
cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist	HTR6, GRIN2B, HRH1	Glutamate receptor antagonist
cp	BRD-A19248578	latrunculin-b	Actin polymerization inhibitor	ACTA1, MKL1, SPIRE2	Actin polymerization inhibitor, Unidentified pharmacological activity
cp	BRD-A24817035	laudanosine	Central nervous system agent		Central nervous system agent
cp	BRD-K23583188	lavendustin-a	EGFR inhibitor	EGFR, LCK	EGFR inhibitor
cp	BRD-K80725632	lavendustin-c	EGFR inhibitor	CAMK2A, EGFR, SRC	EGFR inhibitor
cp	BRD-K66707493	lawsone	Coloring agent		Coloring agent
cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor	DHODH, AHR, CYP2C19, JAK3, PTK2B, STAT6	Dihydroorotate dehydrogenase inhibitor, PDGFR receptor inhibitor
cp	BRD-K05926469	lenalidomide	Antineoplastic	CRBN, TNF, CDH5, PTGS2, TNFSF11	Antineoplastic
cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor	FLT3, NTRK1, JAK2, NTRK2, NTRK3	FLT3 inhibitor, Growth factor receptor inhibitor, JAK inhibitor
cp	BRD-K88789588	letrozole	Aromatase inhibitor	CYP19A1	Aromatase inhibitor
cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist	OPRD1, OPRM1	Opioid receptor agonist
cp	BRD-K96119599	leucodin	Melanin inhibitor		Melanin inhibitor
cp	BRD-K24526313	levcromakalim	Potassium channel activator	KCNJ8, ABCC9, KCNJ5	Potassium channel activator
cp	BRD-K49404994	levetiracetam	Calcium channel blocker	SV2A, CACNA1B, SCN1A	Calcium channel blocker
cp	BRD-K33453211	levocabastine	Histamine receptor antagonist	HRH1, NTSR2	Histamine receptor antagonist
cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist	HRH1, CXCL8	Histamine receptor antagonist
cp	BRD-K09471561	levofloxacin	Bacterial DNA gyrase inhibitor	TOP2A	Bacterial DNA gyrase inhibitor
cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD2, DRD3, DRD4, DRD5, HRH1, HTR2A, HTR2C	Dopamine receptor antagonist
cp	BRD-K90543092	levonorgestrel	Estrogen receptor agonist	PGR, AR, CYP2E1, ESR1, SRD5A1	Estrogen receptor agonist, Glucocorticoid receptor antagonist, Progesterone receptor agonist, Progesterone receptor antagonist
cp	BRD-K52662033	lidocaine	Histamine receptor agonist	SCN5A, EGFR, SCN10A, SCN9A	Histamine receptor agonist
cp	BRD-K62996583	lidoflazine	Calcium channel blocker	SCN1A, SCN3A, SLC29A1	Calcium channel blocker
cp	BRD-K05906022	limonin	HIV protease inhibitor		HIV protease inhibitor
cp	BRD-K66876909	linezolid	Bacterial 50S ribosomal subunit inhibitor	MAOA	Bacterial 50S ribosomal subunit inhibitor
cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor	CSF1R, KDR, PDGFRB, FLT1, FLT3, FLT4, CSF1, KIT, PDGFRA, RET, TEK	PDGFR receptor inhibitor, VEGFR inhibitor
cp	BRD-K64044582	linoleamide	ACAT inhibitor	SOAT1, SOAT2	ACAT inhibitor
cp	BRD-K08973992	linoleic-acid	Oxidative stress inducer	FABP4, FFAR1, FFAR4, HNF4A, KCNB1, PPARG, TRPM8	Oxidative stress inducer
cp	BRD-K59332007	linopirdine	Potassium channel blocker	KCNQ2, KCNQ3, KCNQ4, KCNQ5	Potassium channel blocker
cp	BRD-K08589866	linsitinib	IGF-1 inhibitor	IGF1R, INSR, INSRR	IGF-1 inhibitor
cp	BRD-K89152108	liothyronine	Thyroid hormone stimulant	THRA, THRB	Thyroid hormone stimulant
cp	BRD-A68039575	liquiritigenin	Aromatase inhibitor	CYP19A1	Aromatase inhibitor
cp	BRD-K88871508	lisuride	Dopamine receptor agonist	DRD2, HTR2B, HTR2C, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, ADRA1A, HRH1, HTR6	Dopamine receptor agonist
cp	BRD-K20986251	lithocholic-acid	FXR antagonist	NR1I2, VDR, GPBAR1, MDM2, MDM4, NR1H4, PTPN1	FXR antagonist, MDM inhibitor, PXR ligand, Tyrosine phosphatase inhibitor, Vitamin D receptor agonist, Vitamin D receptor ligand
cp	BRD-K88849294	lobaric-acid	Tyrosine phosphatase inhibitor	PTPN1	Tyrosine phosphatase inhibitor
cp	BRD-A59215453	lobelanidine	Acetylcholine receptor antagonist	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1	Acetylcholine receptor antagonist, Dopamine receptor modulator, Opioid receptor antagonist, Vesicular monoamine transporter ligand
cp	BRD-K66206289	lobeline	Acetylcholine receptor antagonist	SLC18A2, CHRNA10, CHRNA4, CHRNA9, CHRNB2, OPRM1	Acetylcholine receptor antagonist
cp	BRD-K15834839	lobendazole	Anthelmintic		Anthelmintic
cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor	SLC6A2, SLC6A4	Norepinephrine reuptake inhibitor, Serotonin reuptake inhibitor
cp	BRD-A02990301	lofexidine	Adrenergic receptor agonist	ADRA2A	Adrenergic receptor agonist
cp	BRD-K62858456	lomerizine	Calcium channel blocker	ABCB1, CACNA1B, SCN5A	Calcium channel blocker
cp	BRD-K96670504	lonidamine	Glucokinase inhibitor	GCK	Glucokinase inhibitor
cp	BRD-K61250553	loperamide	Opioid receptor agonist	OPRM1, OPRD1, CACNA1A, CALM1, CYP2B6, CYP2C8, NPR2, OPRK1, POMC	Opioid receptor agonist
cp	BRD-K99451608	lopinavir	HIV protease inhibitor		HIV protease inhibitor
cp	BRD-K82795137	loratadine	Histamine receptor antagonist	HRH1, CYP2C19, CYP3A5	Histamine receptor antagonist
cp	BRD-A11990600	lorazepam	Benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, TSPO	Benzodiazepine receptor agonist
cp	BRD-K28137194	loreclezole	GABA receptor agonist	GABRB2, GABRB3	GABA receptor agonist
cp	BRD-K76205745	losartan	Angiotensin receptor antagonist	AGTR1	Angiotensin receptor antagonist
cp	BRD-K39983086	loteprednol	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist, Phospholipase inhibitor
cp	BRD-K09416995	lovastatin	HMGCR inhibitor	HMGCR, CYP3A5, HDAC2, ITGAL, NR1I2	HMGCR inhibitor
cp	BRD-K39915878	loxapine	Dopamine receptor antagonist	DRD2, DRD3, DRD4, DRD1, HRH1, HTR2A, HTR2C, HTR6, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD5, HRH2, HRH4, HTR1A, HTR1B, HTR1D, HTR1E, HTR3A, HTR5A, HTR7, SLC6A2, SLC6A3, SLC6A4	Dopamine receptor antagonist, Dopamine receptor ligand, Serotonin receptor antagonist
cp	BRD-A43082555	loxoprofen	Cyclooxygenase inhibitor	PTGS2	Cyclooxygenase inhibitor, Prostanoid receptor antagonist
cp	BRD-K99411983	lumicolchicine	Colchicine isomer, non-binder of microtubules		Colchicine isomer, non-binder of microtubules
cp	BRD-A92826379	lupanine	Sodium channel blocker	INS	Sodium channel blocker
cp	BRD-K67013324	luzindole	Melatonin receptor antagonist	MTNR1B, MTNR1A	Melatonin receptor antagonist
cp	BRD-K62289640	lylamine	Cannabinoid receptor agonist	CNR1	Cannabinoid receptor agonist
cp	BRD-K93331255	lypressin	Vasopressin receptor agonist	AVPR1A, AVPR1B, AVPR2	Vasopressin receptor agonist
cp	BRD-K27871032	lysergol	Ergoline alkaloid	HTR1B, HTR1D, HTR1E	Ergoline alkaloid
cp	BRD-K47328134	lysylphenylalanyl-tyrosine	Heparin activation inhibitor		Heparin activation inhibitor
cp	BRD-K36965586	m-chlorophenylbiguanide	Serotonin receptor agonist	HTR3A, HTR3B	Serotonin receptor agonist
cp	BRD-A95445494	maackiain	Sodium/glucose cotransporter inhibitor	SLC5A2	Sodium/glucose cotransporter inhibitor
cp	BRD-K30649484	mafenide	Carbonic anhydrase inhibitor	CA6, CA12, CA14, CA2, CA4, CA9	Carbonic anhydrase inhibitor
cp	BRD-K38477985	malonoben	Protein tyrosine kinase inhibitor	EGFR	Protein tyrosine kinase inhibitor
cp	BRD-K92138166	mammea-a	other antibiotic		other antibiotic
cp	BRD-K78599730	manumycin-a	Farnesyltransferase inhibitor	FNTA, IKBKB	Farnesyltransferase inhibitor, NFkB pathway inhibitor
cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor	SLC6A2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR2A, HTR2C, HTR7	Norepinephrine reuptake inhibitor, Tricyclic antidepressant
cp	BRD-A04352665	maraviroc	CC chemokine receptor antagonist	CCR5, CYP3A5	CC chemokine receptor antagonist
cp	BRD-K71926323	marbofloxacin	Bacterial DNA gyrase inhibitor		Bacterial DNA gyrase inhibitor
cp	BRD-K36377456	marmesin	Angiogenesis inhibitor		Angiogenesis inhibitor
cp	BRD-K71035033	masitinib	KIT inhibitor	KIT, FGFR3, LYN, PDGFRA, PDGFRB	KIT inhibitor, PDGFR receptor inhibitor, SRC inhibitor
cp	BRD-K96144918	mead-acid	KPL-1 tumor suppressor		KPL-1 tumor suppressor
cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist		Cannabinoid receptor agonist
cp	BRD-K77987382	mebendazole	Tubulin inhibitor	TUBA1A, TUBB, TUBB4B	Tubulin inhibitor
cp	BRD-A09467419	mebeverine	Acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4	Acetylcholine receptor antagonist
cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor		Bacterial 30S ribosomal subunit inhibitor, Bacterial 50S ribosomal subunit inhibitor
cp	BRD-K50398167	meclofenamic-acid	Cyclooxygenase inhibitor	PTGS1, PTGS2, ALOX5, CNR1, KCNQ2, KCNQ3	Cyclooxygenase inhibitor, Prostanoid receptor antagonist
cp	BRD-A50311610	meclozine	CAR agonist	NR1I3, HRH1	CAR agonist
cp	BRD-A66563878	medetomidine	Adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D	Adrenergic receptor agonist
cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist	PGR, ESR1	progesterone receptor agonist
cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K92778217	mefenamic-acid	Cyclooxygenase inhibitor	PTGS2, PTGS1, KCNQ1, TRPM3	Cyclooxygenase inhibitor
cp	BRD-K20655524	mefexamide	Psychoactive drug		Psychoactive drug
cp	BRD-K40645748	mefloquine	Adenosine receptor antagonist	ADORA2A, HBA1, PANX1	Adenosine receptor antagonist, Hemoglobin antagonist
cp	BRD-A35989968	megestrol	Progesterone receptor agonist	PGR	Progesterone receptor agonist
cp	BRD-K12002134	megestrol	progesterone receptor agonist	PGR	progesterone receptor agonist
cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor	PTGS2, PTGS1	Cyclooxygenase inhibitor
cp	BRD-K92984783	melperone	Serotonin receptor antagonist	DRD2, HTR1A, HTR2A	Serotonin receptor antagonist, Dopamine receptor antagonist
cp	BRD-A79803969	memantine	Glutamate receptor antagonist	GRIN1, CHRFAM7A, CYP2E1, DRD2, GRIN2A, GRIN2B, GRIN3A, HTR3A	Glutamate receptor antagonist
cp	BRD-K78126613	menadione	Mitochondrial DNA polymerase inhibitor	AOX1, BGLAP, F10, F2, F7, F9, GGCX, NQO1, NQO2, PKM, PROC, PROS1, PROZ, VKORC1, VKORC1L1	Mitochondrial DNA polymerase inhibitor, Phosphatase inhibitor
cp	BRD-A45889380	mepacrine	Cytokine production inhibitor	TP53, AKT1, MTOR, NFKB1, PLA2G1B, PLA2G2A, PLA2G2D, PLA2G4A, PLA2G6, PLCL1	Cytokine production inhibitor, NFkB pathway inhibitor, TP53 activator
cp	BRD-K18194590	mephentermine	Adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3	Adrenergic receptor agonist
cp	BRD-A83937277	mephenytoin	Hydantoin antiepileptic	SCN5A, CYP2C19	Hydantoin antiepileptic
cp	BRD-A71765365	mepireserpate	Catecholamine depleting sympatholytic	SLC18A2, SLC18A1	Catecholamine depleting sympatholytic
cp	BRD-A03216249	mepivacaine	Potassium channel blocker	SCN10A, SCN9A	Potassium channel blocker, Sodium channel blocker
cp	BRD-K65417056	meprylcaine	Local anesthetic		Local anesthetic
cp	BRD-A02710418	meptazinol	Opioid receptor agonist	BCHE	Opioid receptor agonist
cp	BRD-K97564742	mepyramine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K91601245	mercaptopurine	Immunosuppressant	HPRT1, IMPDH1, IMPDH2, PPAT	Immunosuppressant, Protein synthesis inhibitor, Purine antagonist
cp	BRD-K01612348	meropenem	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K28849549	mesalazine	Cyclooxygenase inhibitor	PTGS1, PPARG, PTGS2, ALOX5, CHUK, CTNNB1, IKBKB, MPO, NAT1	Cyclooxygenase inhibitor, Lipoxygenase inhibitor, Prostanoid receptor antagonist
cp	BRD-M40783228	mesna	Antioxidant		Antioxidant
cp	BRD-A14395271	mesoridazine	Dopamine receptor antagonist	DRD2, HTR2A	Dopamine receptor antagonist
cp	BRD-K18523449	mestanolone	Androgenic steroid		Androgenic steroid
cp	BRD-K69688083	mestinon	Cholinesterase inhibitor	ACHE, BCHE	Cholinesterase inhibitor
cp	BRD-A14798026	mestranol	Estrogen receptor agonist	ESR1	Estrogen receptor agonist
cp	BRD-K91336023	mesulergine	Dopamine receptor agonist	HTR2A, HTR2C, HTR7, HTR2B, HTR3A, HTR3B, HTR6	Dopamine receptor agonist
cp	BRD-A02189320	met-leu-phe	-666		-666
cp	BRD-A42346008	metanephrine	Epinephrine metabolite		Epinephrine metabolite
cp	BRD-A94709349	metaxalone	Muscle relaxant		Muscle relaxant
cp	BRD-A30435184	metergoline	Dopamine receptor agonist	DRD2, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR6, HTR7	Dopamine receptor agonist, Serotonin receptor antagonist
cp	BRD-K79602928	metformin	Insulin sensitizer	ACACB, INS, PRKAB1	Insulin sensitizer
cp	BRD-K88679075	methandriol	Androgenic steroid		Androgenic steroid
cp	BRD-K09859624	methantheline	Acetylcholine receptor antagonist	CHRM1, HRH2	Acetylcholine receptor antagonist
cp	BRD-K47323024	methapyrilene	Histamine receptor antagonist		Histamine receptor antagonist
cp	BRD-K13356952	methazolamide	Carbonic anhydrase inhibitor	CA1, CA2, CA4, CA7, CA12, CA14, INS	Carbonic anhydrase inhibitor
cp	BRD-K54416256	methimazole	Antithyroid	TPO	Antithyroid
cp	BRD-A31521121	methocarbamol	Muscle relaxant	CA1	Muscle relaxant
cp	BRD-A41145729	methoprene-acid	Retinoid receptor agonist	NCOA2, NR1H3, RXRA, RXRB	Retinoid receptor agonist
cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor	DHFR, AOX1, FOLR1, TYMS	Dihydrofolate reductase inhibitor
cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor	ACHE, CYP1A2	DNA synthesis inhibitor
cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor	EGFR	EGFR inhibitor, Tyrosine kinase inhibitor
cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor	HTR2B	Apoptosis inhibitor
cp	BRD-K16406336	methylene-blue	Guanylyl cyclase inhibitor	ACHE, MAPT	Guanylyl cyclase inhibitor, Monoamine oxidase inhibitor, Nitric oxide production inhibitor, Tau aggregation inhibitor
cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist	DRD1, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-K60060639	methyllidocaine	antiarrhythmic medication		antiarrhythmic medication
cp	BRD-A32164164	methyllycaconitine	Acetylcholine receptor antagonist	CHRNA7	Acetylcholine receptor antagonist
cp	BRD-K33193182	methylnorlichexanthone	Aurora kinase inhibitor	AURKB, KDR, PIM1	Aurora kinase inhibitor, PIM inhibitor, VEGFR inhibitor
cp	BRD-K35240538	methylprednisolone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-K35941380	methysergide	Serotonin receptor antagonist	HTR2C, HTR1B, HTR1E, HTR1F, HTR2A, HTR2B, HTR7, HTR1A, HTR1D, HTR5A, HTR6	Serotonin receptor antagonist
cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist	CHRM5, CHRM1, CHRM2, CHRM3, CHRM4	Acetylcholine receptor antagonist
cp	BRD-K75641298	metoclopramide	Dopamine receptor antagonist	DRD2, HTR3A, HTR4, CHRM1, HTR3B	Dopamine receptor antagonist, Serotonin receptor antagonist
cp	BRD-A61793559	metolazone	Carbonic anhydrase inhibitor	SLC12A3, CA2, CA7	Carbonic anhydrase inhibitor
cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist	ADRB1, ADRB2	Adrenergic receptor antagonist
cp	BRD-A45543382	metrizamide	Radiopaque medium		Radiopaque medium
cp	BRD-K52020312	metronidazole	DNA inhibitor	CYP2C8, CYP2E1, CYP3A5, CYP3A7	DNA inhibitor, Antiprotozoal
cp	BRD-K46862739	metyrapone	Cytochrome P450 inhibitor	CYP11B1, HSD11B1, NR3C2	Cytochrome P450 inhibitor
cp	BRD-K94441233	mevastatin	HMGCR inhibitor	HMGCR	HMGCR inhibitor
cp	BRD-A64092382	mexiletine	Sodium channel blocker	SCN5A, AHR, CYP2B6, CYP2E1, KCNK2, KCNK3, SCN4A	Sodium channel blocker
cp	BRD-A19661776	mianserin	Serotonin receptor antagonist	HTR2A, HTR2C, ADRA1A, ADRA1B, ADRA1D, HRH1, HTR2B, HTR6, HTR7, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD2, DRD3, DRD5, HRH2, HRH4, HTR1A, HTR1F, OPRK1, SLC6A2, SLC6A3, SLC6A4	Serotonin receptor antagonist
cp	BRD-K09549677	mibefradil	T-type calcium channel blocker	CACNA1G, CACNA1H, CACNA1C, CACNA1I, ANO1, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP3A5, CYP3A7, SCN2A, SCN4A, SCN5A, SCN9A	T-type calcium channel blocker
cp	BRD-K00532621	midazolam	Benzodiazepine receptor agonist	CYP3A5, CYP3A7, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GABRR1, GABRR2, GABRR3	Benzodiazepine receptor agonist
cp	BRD-A79981887	midodrine	Adrenergic receptor agonist	ADRA1A, ADRA1B, ADRA1D	Adrenergic receptor agonist
cp	BRD-K13646352	midostaurin	FLT3 inhibitor	FLT3, KIT, CCNB1, FLT1, KDR, PDGFRB, PRKCA, PRKCG, VEGFA	FLT3 inhibitor, KIT inhibitor, PKC inhibitor
cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist	PGR, NR3C1, AR, CYP2B6, CYP2C8, CYP3A5, CYP3A7, NR1I2	Glucocorticoid receptor antagonist, Progesterone receptor antagonist
cp	BRD-A72066420	mifobate	PPAR receptor antagonist	PPARG, REN	PPAR receptor antagonist
cp	BRD-K44779798	miglitol	Glucosidase inhibitor	GAA, MGAM, GANAB, GANC, SLC5A4	Glucosidase inhibitor
cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor	SLC6A2, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	Serotonin reuptake inhibitor
cp	BRD-K67080878	milrinone	Phosphodiesterase inhibitor	PDE3A, PDE2A, PDE3B, PDE5A	Phosphodiesterase inhibitor
cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor	HTR2B, SLC6A4, ACHE, CHRM1, DRD1, DRD2, HTR2A, HTR2C, MAOA	Serotonin reuptake inhibitor
cp	BRD-K14888893	minoxidil	KATP activator	KCNJ8, ABCC9, KCNJ1, KCNJ10, KCNJ11, PTGS1, REN	KATP activator, KIR6 channel (KATP) activator, Vasodilator
cp	BRD-K55420858	mirin	MRE11A exonuclease inhibitor	MRE11A	MRE11A exonuclease inhibitor
cp	BRD-A64977602	mirtazapine	Adrenergic receptor antagonist	ADRA2A, HTR2A, HTR2C, ADRA2C, HTR3A, ADRA1A, ADRA1B, ADRA1D, ADRA2B, ADRB1, ADRB2, DRD1, DRD2, DRD3, DRD5, HRH1, HRH3, HTR2B, HTR7, OPRK1, SLC6A2, SLC6A3, SLC6A4	Adrenergic receptor antagonist, Serotonin receptor antagonist
cp	BRD-A48237631	mitomycin-c	DNA alkylating agent		DNA alkylating agent, DNA inhibitor, DNA synthesis inhibitor
cp	BRD-A31204924	mitotane	Antineoplastic	CYP11B1, CYP11A1, CYP3A4, ESR1, FDX1	Antineoplastic
cp	BRD-K21680192	mitoxantrone	Topoisomerase inhibitor	TOP2A, PIM1	Topoisomerase inhibitor
cp	BRD-K16485616	mocetinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC11	HDAC inhibitor
cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor		Protein synthesis inhibitor
cp	BRD-K07237224	moclobemide	Monoamine oxidase inhibitor	MAOA, CYP2C19, MAOB	Monoamine oxidase inhibitor
cp	BRD-A16332958	modafinil	Adrenergic receptor agonist	ADRA1B, CYP1A2, CYP2B6, CYP2C19, CYP3A4, CYP3A5, SLC6A3	Adrenergic receptor agonist
cp	BRD-K34441861	moexipril	ACE inhibitor	ACE, ACE2	ACE inhibitor
cp	BRD-K49372556	mofezolac	Cyclooxygenase inhibitor		Cyclooxygenase inhibitor
cp	BRD-A65280694	molindone	Dopamine receptor antagonist	DRD2, HTR2A, CHRM1, DRD5, HRH1, HTR1A	Dopamine receptor antagonist
cp	BRD-K35531059	molsidomine	Guanylyl cyclase activator	GUCY1A3	Guanylyl cyclase activator
cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist, Immunosuppressant
cp	BRD-A78377521	monastrol	Kinesin-like spindle protein inhibitor	KIF11	Kinesin-like spindle protein inhibitor
cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist	CYSLTR1, ALOX5, CYP2C8	Leukotriene receptor antagonist
cp	BRD-K21548250	moracizine	Sodium channel blocker	SCN5A	Sodium channel blocker
cp	BRD-K32412559	morphothebaine	Adrenergic receptor antagonist		Adrenergic receptor antagonist
cp	BRD-A39052811	mosapride	Serotonin receptor agonist	HTR4, HTR3A	Serotonin receptor agonist
cp	BRD-K99616396	motesanib	KIT inhibitor	FLT1, FLT4, KDR, KIT, PDGFRA, RET	KIT inhibitor, PDGFR receptor inhibitor, VEGFR inhibitor
cp	BRD-K66615216	moxifloxacin	Bacterial DNA gyrase inhibitor	TOP2A	Bacterial DNA gyrase inhibitor
cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist	NISCH, ADRA2A, ADRA2B, ADRA2C	Imidazoline receptor agonist
cp	BRD-K15262564	mupirocin	Isoleucyl-tRNA synthetase inhibitor		Isoleucyl-tRNA synthetase inhibitor
cp	BRD-K92428153	mycophenolate-mofetil	Dehydrogenase inhibitor	IMPDH1, IMPDH2, HCAR2	Dehydrogenase inhibitor, Hydroxycarboxylic acid receptor agonist, Immunosuppressant, Inosine monophosphate dehydrogenase inhibitor, Inositol monophosphatase inhibitor
cp	BRD-K31542390	mycophenolic-acid	Dehydrogenase inhibitor	IMPDH1, IMPDH2	Dehydrogenase inhibitor, Inositol monophosphatase inhibitor
cp	BRD-K43149758	myricetin	Androgen receptor agonist	PIK3CG, AR, CYP3A4	Androgen receptor agonist, Cytochrome P450 inhibitor
